"Word","Freq_HAL"
"secondhand","335"
"secondly","5629"
"seconds","26919"
"secrecy","1762"
"secret","35327"
"secretarial","356"
"secretariat","1312"
"secretaries","815"
"secretary","14898"
"secretary's","168"
"secrete","197"
"secreted","269"
"secretion","319"
"secretions","375"
"secretive","502"
"secretly","2228"
"secrets","7812"
"sect","1666"
"sectarian","575"
"section","94926"
"sectional","295"
"sectionalized","0"
"sections","15230"
"sector","15589"
"sectors","7001"
"sects","989"
"secular","3833"
"secularism","285"
"secularist","43"
"sacrificial","624"
"sacrificing","1252"
"sacrilege","176"
"sacrilegious","58"
"sad","17183"
"sadden","47"
"saddened","613"
"sadder","176"
"saddle","2899"
"saddlebag","97"
"saddlebags","2870"
"saddled","312"
"saddles","617"
"sadism","311"
"sadist","338"
"sadistic","748"
"sadly","4882"
"sadness","1229"
"sadomasochism","133"
"safari","759"
"safe","33169"
"safecracker","25"
"safeguard","810"
"safeguards","748"
"safekeeping","83"
"safely","5805"
"safer","5004"
"safest","1752"
"safeties","119"
"safety","23660"
"saffron","390"
"sag","869"
"saga","2795"
"sage","4766"
"sagebrush","146"
"sages","745"
"sagged","120"
"sagging","289"
"Sagittarius","218"
"sags","96"
"Sahara","637"
"said","352357"
"Saigon","1447"
"sail","3552"
"sailboat","523"
"sailboats","214"
"sailcloth","15"
"sailed","1015"
"sailing","3556"
"sailor","6240"
"sailorly","0"
"sailors","1337"
"sailplane","223"
"sails","1292"
"saint","6328"
"sainted","46"
"sainthood","126"
"saintliness","10"
"saintly","311"
"saints","2634"
"sake","11448"
"salable","101"
"salacious","101"
"salad","2491"
"salads","493"
"salamander","362"
"salami","287"
"salaried","1207"
"salaries","6410"
"salary","30091"
"sale","95391"
"Salem","3161"
"sales","56201"
"salesclerk","29"
"salesgirl","34"
"saleslady","55"
"salesman","3345"
"salesman's","51"
"salesmanship","69"
"salesmen","736"
"salesroom","4"
"saleswoman","89"
"salient","513"
"salify","0"
"saline","451"
"Salinger","128"
"salinity","193"
"Salisbury","603"
"saliva","1137"
"salivary","116"
"salivate","137"
"salivation","37"
"sallow","33"
"Sally","4304"
"Sally's","406"
"salmon","3076"
"salmonella","632"
"salon","734"
"salons","138"
"saloon","541"
"saloons","55"
"salt","15258"
"saltbush","15"
"saltcellar","0"
"salted","348"
"salter","508"
"salter's","5"
"salting","79"
"saltlick","0"
"saltpan","0"
"salts","1171"
"saltshaker","6"
"saltwater","513"
"salty","939"
"salutary","68"
"salute","1321"
"saluted","143"
"salutation","79"
"Salvador","2323"
"Salvadorean","6"
"salvage","1877"
"salvaging","114"
"salvation","5143"
"salve","1852"
"salves","43"
"Sam","25993"
"Samaritan","353"
"samba","2437"
"same","401465"
"sameness","154"
"Sammy","1406"
"Samoa","356"
"Samoan","141"
"sample","24016"
"sampled","1424"
"sampler","3326"
"samplers","587"
"samples","11133"
"sampling","3880"
"Sampson","831"
"Sam's","1275"
"Samuel","6463"
"Samuels","238"
"samurai","3259"
"sanatorium","32"
"Sanchez","1834"
"Sancho","88"
"sanctified","399"
"sanctify","98"
"sanctimonious","313"
"sanctimony","40"
"sanction","1353"
"sanctioned","1832"
"sanctions","3541"
"sanctity","485"
"sanctuary's","7"
"sanctum","218"
"sand","10083"
"sandal","146"
"sanctuary","5772"
"sandals","1995"
"sandalwood","52"
"sandbag","118"
"sandbank","8"
"sandbar","114"
"sandbars","20"
"sandblast","36"
"sandbox","334"
"sandcastle","33"
"sander","802"
"sanding","507"
"sandman","3062"
"sandpaper","383"
"sandpiper","80"
"sandpit","17"
"Sandra","3153"
"sands","1523"
"sandstone","226"
"sandstorm","1607"
"sandwich","2328"
"sandwiches","1033"
"sandy","5033"
"sane","3942"
"saner","169"
"sanest","35"
"sang","5220"
"sangria","1136"
"sanguine","163"
"sanguineous","0"
"Sanhedrin","187"
"sanitarium","99"
"sanitary","472"
"sanitation","686"
"sanity","2946"
"sank","1115"
"sans","2830"
"Sanskrit","1044"
"Santa","23164"
"Santa's","258"
"sap","3702"
"sapling","70"
"sapped","53"
"sapphire","2832"
"sapping","30"
"sappy","391"
"saps","372"
"Sara","2460"
"Sarah","7723"
"Sarah's","400"
"Sara's","70"
"Sarasota","676"
"Saratoga","868"
"sarcasm","3998"
"sarcasms","16"
"sarcastic","2826"
"sarcastically","440"
"sarcophagus","108"
"sardine","104"
"sardines","245"
"sardonic","138"
"sarong","52"
"sash","307"
"sarsaparilla","19"
"sass","148"
"sassafras","80"
"sassing","4"
"sassy","351"
"sat","33312"
"Satan","7113"
"Satanic","2712"
"Satanism","1296"
"Satan's","705"
"satchel","236"
"sate","108"
"satellite","15422"
"satellites","3661"
"satiable","6"
"satiate","60"
"satiety","25"
"satin","1533"
"satinwood","0"
"satire","1641"
"satires","76"
"satiric","100"
"satirical","451"
"satirically","26"
"satirist","85"
"satirize","50"
"satirizes","15"
"satisfaction","7083"
"satisfactions","28"
"satisfactorily","497"
"satisfactory","2529"
"satisfied","10601"
"satisfies","789"
"satisfy","5617"
"satisfying","2767"
"saturate","274"
"saturated","1301"
"saturation","988"
"Saturday","24556"
"Saturday's","523"
"Saturn","10832"
"Saturdays","1407"
"Saturnalia","33"
"sauce","5757"
"sauced","8"
"saucepan","602"
"saucer","1272"
"saucers","640"
"sauces","458"
"saucy","121"
"Saudi","2907"
"sauerkraut","131"
"Saul","1011"
"sauna","557"
"saunter","43"
"sausage","1273"
"sausages","297"
"saute","617"
"savage","5185"
"savagely","212"
"savagery","221"
"savages","422"
"savanna","133"
"savannah","6194"
"savant","570"
"save","62632"
"saved","18101"
"saver","3009"
"saves","6359"
"saving","12352"
"savings","9542"
"savior","1682"
"savor","349"
"savored","142"
"savoring","205"
"savory","201"
"savvy","1066"
"saw","87044"
"sawdust","332"
"sawhorse","54"
"sawing","192"
"sawmill","241"
"saws","431"
"Sawyer","1332"
"sax","1523"
"Saxon","712"
"Saxons","173"
"Saxony","152"
"saxophone","558"
"saxophonist","178"
"say","359478"
"saying","95390"
"sayings","769"
"sayonara","81"
"says","199458"
"scab","546"
"scabbard","108"
"scabbed","27"
"scabby","51"
"scabies","28"
"scaffold","81"
"scaffolding","92"
"scaffoldings","0"
"scalar","903"
"scalawag","14"
"scald","115"
"scalded","153"
"scalding","108"
"scale","24681"
"scaled","1428"
"scales","3920"
"scallion","167"
"scallop","50"
"scalloped","107"
"scallops","161"
"scallywag","91"
"scalp","1315"
"scalpel","203"
"scaly","191"
"scamp","122"
"scamper","75"
"scampering","36"
"scampi","26"
"scan","14016"
"scandal","2413"
"scandalous","382"
"scandalize","12"
"scandalized","58"
"scandalizing","1"
"scandalmonger","86"
"scandals","685"
"Scandinavia","934"
"Scandinavian","1061"
"Scandinavians","189"
"scanned","3699"
"scanner","10761"
"scanners","3847"
"scanning","6002"
"scans","2146"
"scant","591"
"scanty","127"
"scapegoat","590"
"scapegoats","282"
"scapula","30"
"scar","1738"
"scarab","2030"
"scarce","1890"
"scarcely","742"
"scarcity","611"
"scare","4294"
"scarecrow","2316"
"scarecrowish","0"
"scared","7739"
"scaremonger","4"
"scarf","826"
"scarface","210"
"scarify","15"
"scaring","524"
"scarlet","1762"
"scarred","493"
"scars","1287"
"scary","5756"
"scat","405"
"scathing","340"
"scathingly","34"
"scatter","845"
"roast","1484"
"roasted","840"
"roasts","132"
"rob","21934"
"robbed","1360"
"robber","886"
"robberies","519"
"robbers","1907"
"robbery","2155"
"robbing","1066"
"Robby","526"
"Robby's","17"
"robe","1641"
"robed","168"
"Robert","72828"
"Roberta","759"
"Roberto","3041"
"robes","804"
"robin","12801"
"Robinson","9085"
"Robinson's","273"
"robot","10880"
"robots","5758"
"robs","291"
"Rob's","357"
"robust","3724"
"robustness","510"
"Rochester","6748"
"rock","44285"
"rockabye","5"
"rockbound","4"
"rocked","1009"
"Rockefeller","1340"
"rocker","1240"
"rockers","866"
"rocket","11027"
"rocketry","627"
"rockets","3486"
"rocket's","137"
"Rockettes","22"
"Rockies","1077"
"rocking","1275"
"rocklike","5"
"rock'n'roll","605"
"Rockport","190"
"rocks","7759"
"rocky","4780"
"rod","19565"
"rode","2639"
"rodent","947"
"rodents","740"
"rodeo","1012"
"rodeos","92"
"Rodney","3610"
"rods","2832"
"Rod's","125"
"roe","1480"
"Roger","21058"
"rogue","5675"
"rogues","280"
"roiling","70"
"role","32941"
"roleplayed","29"
"roleplaying","1769"
"roles","6216"
"roll","21720"
"rolled","6720"
"roller","3155"
"rollicking","63"
"rolling","12848"
"rolls","5863"
"Roman","10744"
"romance","5730"
"romancers","4"
"romances","496"
"romancing","113"
"Romanesque","17"
"Romania","3211"
"Romans","3516"
"romantic","6456"
"romantically","306"
"romanticism","174"
"romanticist","10"
"romanticize","34"
"romantics","191"
"Rome","5454"
"Romeo","1325"
"Romeo's","26"
"romanticizing","40"
"Rome's","85"
"romp","418"
"romped","28"
"romper","224"
"romping","90"
"Ron","24402"
"Ronald","7665"
"rondo","175"
"roof","5626"
"roofed","35"
"roofer","27"
"roofer's","0"
"roofing","180"
"roofs","380"
"rooftop","257"
"rooftops","176"
"rooftree","2"
"rook","637"
"rookie","6050"
"rookies","3208"
"room","85138"
"roomer","5"
"roomful","116"
"rooming","120"
"roommate","2998"
"roommates","773"
"rooms","9718"
"room's","197"
"roomy","237"
"Roosevelt","2336"
"Roosevelt's","139"
"roost","258"
"rooster","516"
"roosters","92"
"root","27384"
"rooted","1550"
"rooting","671"
"rootless","79"
"roots","11000"
"rope","6358"
"roped","124"
"ropes","2536"
"ropewalk","7"
"Rorschach","152"
"Rosa","2913"
"rosaries","40"
"rosary","329"
"rose","19326"
"rosebud","372"
"rosebuds","45"
"rosebush","8"
"roseleaf","0"
"rosemary","1409"
"rosen","1358"
"roses","6606"
"Rose's","288"
"rosette","69"
"rosettes","1175"
"rosewater","44"
"rosewood","573"
"Rosie","838"
"rosin","251"
"Ross","11123"
"roster","1606"
"Roswell","1289"
"rosy","862"
"rot","2377"
"Rotarians","9"
"rotary","1207"
"rotate","3347"
"rotated","1235"
"rotates","596"
"rotating","2873"
"rotation","4180"
"rotationally","16"
"rotations","675"
"rote","394"
"rotisserie","252"
"rotor","1128"
"rots","177"
"rotten","2386"
"rotting","939"
"rotund","79"
"rotunda","101"
"rotundity","5"
"rouge","2058"
"rough","10148"
"roughage","66"
"roughcast","0"
"roughed","103"
"roughen","35"
"roughened","36"
"rougher","359"
"roughest","66"
"roughhouse","40"
"roughish","2"
"roughly","10597"
"roughneck","20"
"roughness","284"
"roughrider","8"
"roughshod","108"
"roulette","779"
"round","47080"
"roundabout","353"
"rounded","3398"
"roundhouse","692"
"rounding","1062"
"roundly","204"
"roundness","105"
"rounds","7214"
"round's","88"
"roundsman","0"
"roundup","599"
"roundups","49"
"rouse","537"
"roused","131"
"rousing","309"
"Rousseau","389"
"Rousseau's","27"
"rout","304"
"route","17655"
"routed","1961"
"routes","4392"
"routine","15144"
"routinely","3524"
"routines","9192"
"routings","88"
"rove","39"
"roved","10"
"rover","1470"
"roving","399"
"row","14013"
"rowboat","50"
"rowdy","421"
"rowed","107"
"rower","157"
"rows","4309"
"Roxy","594"
"Roy","10596"
"royal","17664"
"royale","817"
"royalist","64"
"royalties","2274"
"royalty","2983"
"Roy's","214"
"rub","4231"
"rubbed","3338"
"rubber","10099"
"rubberized","69"
"rubbery","309"
"rubberneck","7"
"rubbing","4311"
"rubbish","7126"
"rubble","747"
"rubdown","39"
"rubella","666"
"rubicon","132"
"rubies","134"
"rubric","160"
"ruby","4465"
"rucksack","60"
"ruckus","481"
"rudder","1273"
"rudderless","23"
"ruddiness","2"
"ruddy","251"
"rude","7346"
"rudely","500"
"rudeness","585"
"rudiment","5"
"rule","45323"
"rulebook","1259"
"rudimentary","869"
"Rudolph","1254"
"Rudy","1357"
"rue","3189"
"ruefully","65"
"ruefulness","0"
"ruffian","55"
"ruffians","156"
"ruffle","102"
"ruffled","172"
"ruffles","94"
"rug","1448"
"rugby","2163"
"rugged","1109"
"ruggedly","38"
"rugs","552"
"ruin","7182"
"ruination","45"
"ruined","2999"
"ruining","1188"
"ruinous","110"
"ruins","5831"
"ruled","6075"
"ruler","2703"
"rulers","1885"
"rules","80232"
"ruling","8830"
"rulings","1779"
"ruling's","0"
"rum","957"
"rumba","353"
"rumble","1069"
"rumbled","132"
"rumbles","52"
"rumbling","256"
"ruminate","70"
"rumination","70"
"rummage","176"
"rummaged","121"
"rummaging","235"
"rummy","88"
"rumor","6853"
"rumored","1938"
"rumors","7167"
"rump","847"
"rumple","31"
"rumpled","71"
"run","223338"
"runabout","566"
"runaway","1389"
"rundown","699"
"rune","1246"
"runes","729"
"rung","563"
"runic","182"
"runner","4480"
"runners","2176"
"running","145182"
"runny","330"
"runoff","378"
"runs","47697"
"runt","264"
"runway","1777"
"runways","409"
"rupee","357"
"rupees","629"
"rupture","491"
"ruptured","310"
"rural","6485"
"ruse","911"
"rush","27949"
"rushed","2337"
"rushes","756"
"rushing","1795"
"Rushmore","511"
"rusk","130"
"Russ","5376"
"Russell","11899"
"Russell's","256"
"russet","63"
"Russia","19055"
"Russian","23661"
"Russians","4981"
"Russia's","1352"
"rust","4188"
"rusted","564"
"rustic","289"
"rusting","245"
"rustle","190"
"rustled","41"
"rustler","16"
"rustlers","21"
"rustling","203"
"rustproof","21"
"rusty","3203"
"rut","424"
"rutabaga","83"
"Ruth","4382"
"Rutherford","1100"
"ruthless","1169"
"ruthlessness","110"
"Ruth's","138"
"ruts","159"
"rutted","39"
"Rwanda","795"
"Ryan","14349"
"rye","1258"
"Sabbath","2265"
"sabbatical","339"
"saber","2446"
"Sabine","720"
"sable","1044"
"sables","90"
"sabotage","1055"
"saboteur","156"
"sabre","2436"
"sac","1413"
"saccharin","37"
"saccharine","137"
"sachet","21"
"sack","2220"
"sackcloth","75"
"sacker","4"
"sacking","167"
"sacks","907"
"sacral","53"
"sacrament","395"
"Sacramento","4857"
"sacraments","230"
"sacred","7089"
"sacredness","79"
"sacrifice","12126"
"sacrificed","1590"
"sacrifices","1822"
"retool","44"
"retort","514"
"retorted","230"
"retouch","51"
"retouching","190"
"retrace","492"
"retraced","42"
"retracing","70"
"retract","1322"
"retracted","471"
"retractile","1"
"retraction","444"
"retraining","339"
"retranslated","19"
"retread","77"
"retreat","3082"
"retreated","544"
"retreating","396"
"retreats","375"
"retrenching","16"
"retrial","43"
"retribution","1142"
"retrieval","3990"
"retrieve","8640"
"retrieved","2613"
"retriever","1774"
"retroactive","584"
"retrograde","306"
"retrogress","4"
"retrogressive","42"
"retrospect","1426"
"retroversion","1"
"retrovision","0"
"return","83751"
"retrospection","16"
"returned","23694"
"returning","8369"
"returns","18202"
"retrospective","613"
"Reuben","762"
"reunion","2911"
"reunions","217"
"reunite","240"
"reunited","404"
"reuniting","77"
"reupholstering","10"
"reusable","1170"
"reuse","2509"
"rev","18429"
"revaluation","24"
"revalue","13"
"revamp","260"
"revamped","467"
"revamping","238"
"reveal","7720"
"revealed","8947"
"revealing","3697"
"reveals","3526"
"reveille","15"
"revel","562"
"revelation","5986"
"revelations","2142"
"revelatory","46"
"reveled","75"
"reveling","107"
"reveller","2"
"revellers","16"
"revelling","76"
"revellings","2"
"revelry","68"
"revels","138"
"revenge","6026"
"revenue","8363"
"revenuers","8"
"revenues","5157"
"reverberant","18"
"reverberate","42"
"revere","508"
"revered","636"
"reverence","745"
"reverberated","69"
"reverberations","38"
"reverberation","1386"
"reverend","1856"
"reverent","101"
"reverential","46"
"reverently","78"
"reverie","193"
"reversal","2018"
"reverse","20132"
"reversed","3885"
"reverses","490"
"reversibility","21"
"reversible","689"
"reversing","823"
"reversion","115"
"revert","1297"
"reverted","443"
"revery","14"
"review","39843"
"reviewed","5682"
"reviewer","1700"
"reviewers","1327"
"reviewing","2735"
"reviews","18903"
"revile","96"
"reviled","268"
"revise","2666"
"revised","25426"
"revising","589"
"revision","8583"
"revisionism","829"
"revisionist","1250"
"revisionists","730"
"revisions","2169"
"revisited","753"
"revitalization","164"
"revival","1931"
"revivals","168"
"revive","1113"
"revitalize","209"
"revivalism","21"
"revivalist","64"
"revived","1174"
"revivified","16"
"revivify","14"
"reviving","394"
"revocable","72"
"revocation","427"
"revoke","552"
"revoked","1076"
"revolt","1820"
"revolted","220"
"revolting","578"
"revolts","259"
"revolution","13497"
"revolutionaries","710"
"rewrite","3314"
"rewrites","334"
"rewriting","1220"
"revolutionists","30"
"revolutionary","4988"
"revolutionize","321"
"revolutionized","248"
"revolutions","999"
"revolution's","50"
"revolve","673"
"revolved","280"
"revolver","1173"
"revolves","742"
"revolving","823"
"revue","705"
"revulsion","296"
"revved","141"
"reward","5347"
"rewarded","2541"
"rewarding","2269"
"rewards","3213"
"rewire","139"
"reword","125"
"rewritten","1633"
"rewrote","516"
"Rex","3195"
"rhapsodize","22"
"rhapsody","403"
"rhesus","156"
"rhetoric","4207"
"rhetorical","1608"
"rhetoricians","15"
"rheumatic","68"
"rheumatics","1"
"rheumatism","47"
"rheumatoid","262"
"Rhine","494"
"rhinestone","69"
"rhinestones","45"
"rhino","1897"
"rhinos","165"
"rhomboid","10"
"rhombus","29"
"rhubarb","386"
"rhinoceros","117"
"rhododendron","51"
"rhyme","1630"
"rhymes","1057"
"rhyming","374"
"rhythm","4854"
"rhythmic","867"
"rhythmical","28"
"rhythmically","369"
"rhythms","1029"
"rib","1205"
"ribbed","161"
"ribbing","180"
"ribbon","3592"
"ribbons","984"
"ribcage","117"
"riboflavin","70"
"ribonucleic","13"
"ribs","1849"
"rice","16535"
"rich","36592"
"Richard","57995"
"Richard's","441"
"richer","1975"
"riches","1388"
"richest","987"
"richly","418"
"Richmond","6701"
"richness","552"
"Rick","21027"
"rickets","67"
"rickettsia","142"
"rickety","109"
"Rickey's","6"
"rickshaw","62"
"ricochet","232"
"ricocheted","43"
"rid","20179"
"riddance","354"
"ridden","1794"
"ridding","217"
"riddle","1311"
"riddled","443"
"riddles","374"
"riddling","26"
"ride","23593"
"rider","7208"
"riders","5805"
"rider's","323"
"rides","3950"
"ridge","7146"
"ridges","2733"
"ridicule","1800"
"ridiculed","786"
"ridiculing","258"
"ridiculous","10108"
"riding","10836"
"rife","477"
"riff","1734"
"riffle","75"
"riffraff","70"
"rifle","8290"
"rifled","232"
"rifleman","228"
"rifleman's","7"
"riflemen","50"
"riflemen's","5"
"rifles","2851"
"rifle's","62"
"rifling","155"
"rift","1865"
"rig","3193"
"rigged","774"
"rigger","168"
"riggers","49"
"rigging","460"
"right","388384"
"righteous","4143"
"righteousness","4183"
"rightfield","5"
"rightful","908"
"rightfully","1020"
"righthander","14"
"righthandler","0"
"rightist","298"
"rightly","2179"
"rightness","241"
"rights","92824"
"rightward","57"
"rigid","3135"
"rigidity","305"
"rigidly","351"
"rigmarole","22"
"rigorous","1624"
"rigorously","423"
"rigs","746"
"rile","162"
"rim","3711"
"rime","927"
"rimless","11"
"rimmed","130"
"rims","1616"
"rind","407"
"ring","44167"
"ringed","239"
"ringer","406"
"ringers","148"
"ringing","1761"
"ringings","3"
"ringleader","42"
"ringler's","0"
"ringlet","0"
"ringlets","57"
"ringmaster","79"
"rings","9398"
"ringside","351"
"ringworm","171"
"rink","2015"
"rinker","52"
"rinse","1701"
"rinsing","295"
"Rio","4682"
"riot","2286"
"rioted","75"
"rioters","122"
"rioting","342"
"riotous","89"
"riots","1574"
"rip","8026"
"ripcord","105"
"ripe","1286"
"ripen","82"
"ripened","49"
"ripening","56"
"ripped","6040"
"ripping","2275"
"ripple","829"
"rippled","247"
"ripples","494"
"rippling","330"
"ripsaw","9"
"riptide","1054"
"rise","14753"
"risen","1765"
"riser","419"
"rises","2534"
"rising","8916"
"risk","36284"
"risked","460"
"risking","1323"
"risks","7648"
"risky","2454"
"risotto","73"
"risque","254"
"rite","2043"
"rites","1262"
"ritual","7773"
"ritualism","27"
"ritualist","2"
"ritualistic","283"
"ritualized","92"
"rituals","2773"
"ritz","1517"
"ritzy","56"
"rival","2348"
"rivaled","97"
"rivalled","30"
"rivalries","256"
"rivalry","883"
"rivals","1221"
"rival's","32"
"river","27274"
"riverbank","39"
"riverbanks","8"
"riverbed","44"
"riverboat","133"
"rivers","4190"
"riverside","2133"
"riverside's","6"
"riverview","122"
"rivet","292"
"riveting","189"
"rivets","273"
"Riviera","442"
"rivulet","31"
"rivulets","91"
"roach","808"
"road","66722"
"roadbed","165"
"roadblock","202"
"roadbuilding","10"
"roadhouse","130"
"roadie","176"
"roads","8651"
"road's","40"
"roadside","485"
"roadster","186"
"roadway","391"
"roadways","232"
"roadworthy","11"
"roam","1099"
"roamed","284"
"roamer","44"
"roaming","789"
"roar","1516"
"roared","415"
"roaring","818"
"roars","207"
"repeating","5165"
"repeats","2468"
"repel","633"
"repelled","258"
"repellent","247"
"repels","98"
"repent","1483"
"repentance","644"
"repentant","1307"
"repercussion","49"
"repercussions","716"
"repertoire","1047"
"repertory","134"
"repetition","1428"
"repetitions","496"
"repetitious","173"
"repetitive","6043"
"rephrased","259"
"replace","27530"
"replaced","20454"
"replacement","15552"
"replacements","2357"
"replaces","2697"
"replacing","7628"
"replanted","28"
"replay","2554"
"replenish","398"
"replenished","196"
"replenishment","94"
"replete","387"
"replica","1142"
"replicate","1053"
"replication","1454"
"replied","13533"
"replies","49899"
"reply","80908"
"replying","6360"
"reponses","297"
"report","90838"
"reported","31191"
"reportedly","3788"
"reporter","5542"
"reporters","4271"
"reporting","11711"
"reports","49396"
"repose","270"
"reposed","28"
"reportorial","2"
"repositories","616"
"repository","3608"
"repossess","26"
"repossession","15"
"repot","54"
"reprehend","1"
"reprehensible","721"
"represent","21567"
"representation","8759"
"representational","165"
"representations","1776"
"representative","15950"
"representatives","12459"
"represented","9192"
"representing","5896"
"represents","10462"
"repress","299"
"repressed","1158"
"repression","2067"
"repressions","48"
"repressive","861"
"reprieve","179"
"reprimand","260"
"reprimanded","244"
"reprint","2890"
"reprinted","3055"
"reprints","1297"
"reprisal","212"
"reprisals","212"
"reprise","906"
"reproach","288"
"reproaches","32"
"reproachful","10"
"reprobate","77"
"reprobating","0"
"reproduce","4658"
"reproduced","2834"
"reproduces","237"
"reproducibilities","0"
"reproducible","477"
"reproducibly","25"
"reproducing","818"
"reproducibility","56"
"reproduction","4137"
"reproductions","523"
"reproductive","2008"
"reproof","47"
"reprove","32"
"reprovingly","1"
"reps","2966"
"reptile","1224"
"reptilian","363"
"republic","17582"
"Republican","17910"
"republicanism","210"
"republics","1710"
"repudiate","241"
"repudiated","151"
"Republicans","14119"
"repudiating","68"
"repudiation","144"
"repugnance","57"
"repugnant","616"
"repulse","125"
"repulsed","324"
"repulsion","236"
"repulsions","2"
"repulsive","748"
"reputable","3319"
"reputation","9145"
"reputations","908"
"reputation's","1"
"repute","169"
"reputed","690"
"reputedly","216"
"request","66648"
"requested","13787"
"requesting","5437"
"requests","24625"
"requiem","665"
"require","46963"
"required","88963"
"requirement","14019"
"requirements","55501"
"requires","46800"
"requiring","8352"
"requisite","1020"
"requisites","72"
"requisition","1002"
"requisitioned","26"
"requital","10"
"reread","1772"
"rerun","1013"
"resale","1381"
"rescind","261"
"rescinded","248"
"rescript","29"
"rescue","11324"
"rescued","1548"
"rescuer","82"
"rescuing","486"
"resealed","89"
"research","126031"
"researchable","16"
"researcher","3499"
"researchers","9033"
"researches","432"
"researching","3944"
"reseat","85"
"resemblance","2097"
"resemble","2352"
"resembled","707"
"resembles","1958"
"resembling","1382"
"resent","1894"
"resented","290"
"resentful","310"
"resentment","1346"
"reserve","26384"
"reserved","15567"
"reservation","3656"
"reservations","5697"
"reserves","3554"
"reserving","478"
"reservoir","1635"
"reservoirs","577"
"reset","11018"
"resettle","64"
"resettlement","389"
"resettling","22"
"reshaped","227"
"reshapes","11"
"reshuffle","142"
"reside","3169"
"resided","449"
"residence","4276"
"residences","370"
"resinlike","0"
"resinous","18"
"resins","399"
"resiny","1"
"residency","3526"
"resident","9664"
"residential","3345"
"residentially","64"
"residents","8432"
"resides","2225"
"residing","1465"
"residual","2838"
"residue","1206"
"residues","423"
"resifted","0"
"resign","1608"
"resignation","1452"
"resignations","101"
"resigned","1836"
"resignedly","51"
"resigning","234"
"resigns","159"
"resilience","397"
"resilient","251"
"resin","1314"
"resist","8016"
"resistance","11972"
"resistances","212"
"resistant","30959"
"resisted","1199"
"resistible","7"
"resisting","1053"
"resistive","287"
"resistor","2619"
"resistors","1488"
"resists","520"
"resole","16"
"resolute","165"
"resolutely","181"
"resolution","23758"
"resolutions","4406"
"resolve","9405"
"resolved","6517"
"resolves","1155"
"resolving","1889"
"resonance","1324"
"resonances","200"
"resonant","724"
"resonate","278"
"resort","8927"
"resorted","870"
"resorting","1253"
"resorts","1796"
"resound","64"
"resounding","608"
"resounds","24"
"resource","31910"
"resourceful","435"
"resourcefully","2"
"resourcefulness","125"
"resources","61893"
"respect","37713"
"respected","6766"
"respectful","1183"
"respective","6596"
"respectable","1978"
"respectability","262"
"respecting","1672"
"respectively","5932"
"respects","2856"
"respiration","283"
"respirator","142"
"respirators","18"
"respiratory","1208"
"respire","36"
"respite","282"
"resplendence","3"
"resplendent","345"
"respond","55589"
"responded","13446"
"respondent","584"
"respondents","1910"
"respondent's","50"
"responding","13236"
"responds","4210"
"response","77995"
"responses","28800"
"responsibilities","12837"
"responsibility","27800"
"responsible","47150"
"responsibly","732"
"responsive","2815"
"responsively","12"
"responsiveness","467"
"rest","78610"
"restage","5"
"restate","482"
"restatement","159"
"restates","33"
"restating","146"
"restaurant","8469"
"restauranteur","14"
"restaurants","5250"
"rested","1362"
"restful","135"
"restaurateur","13"
"resting","2492"
"restitution","511"
"restive","41"
"restively","0"
"restless","956"
"restlessness","216"
"restock","140"
"restorability","1"
"restoration","6917"
"restorative","78"
"restore","10667"
"restored","4314"
"restorers","51"
"restoring","2347"
"restrain","874"
"restrained","1047"
"restraining","1290"
"restrains","54"
"restraint","2305"
"restraints","1149"
"restrict","7667"
"restricted","8812"
"restricting","3188"
"restriction","4695"
"restrictions","10910"
"restrictive","2259"
"restricts","821"
"restructure","617"
"restructured","245"
"rests","2106"
"restudy","17"
"resublimed","0"
"result","66995"
"resultant","1030"
"resultants","13"
"resulted","6200"
"resulting","11799"
"results","65329"
"resume","80442"
"resumed","1091"
"resuming","283"
"resumption","290"
"resurface","167"
"resurgence","446"
"resurgent","65"
"resurrect","475"
"resurrected","820"
"resurrecting","129"
"resurrection","4052"
"resuscitate","51"
"resuscitation","96"
"resuspended","10"
"resuspension","2"
"retail","14205"
"retailer","1758"
"retailers","2493"
"retailing","376"
"retain","5505"
"retained","3416"
"retainer","2610"
"retainers","248"
"retaining","1591"
"retains","1352"
"retake","225"
"retaliate","609"
"retaliated","151"
"retaliating","80"
"retaliation","988"
"retard","580"
"retardation","389"
"retarded","1402"
"retarding","86"
"retch","289"
"retching","83"
"retell","54"
"retelling","434"
"retention","1385"
"retentive","403"
"retentiveness","16"
"rethink","1070"
"reticence","110"
"reticent","109"
"retied","32"
"retina","1021"
"retinal","483"
"retinue","72"
"retire","2307"
"retired","5896"
"retirement","5383"
"retirements","79"
"retires","295"
"retiring","772"
"retold","174"
"regained","816"
"regaining","476"
"regains","199"
"regal","779"
"regaled","35"
"regalia","221"
"regard","15551"
"regarded","5629"
"regarding","40124"
"regardless","20496"
"regards","29212"
"regatta","399"
"regattas","54"
"regency","718"
"regenerate","788"
"regenerates","448"
"regenerating","387"
"regent","635"
"regents","769"
"regeneration","2717"
"reggae","3241"
"regicide","6"
"regime","5458"
"regimen","873"
"regiment","1400"
"regimented","61"
"regiments","492"
"regimentation","38"
"regiment's","20"
"regimes","1063"
"Regina","1257"
"Reginald","1182"
"region","27072"
"regional","15782"
"regionalism","141"
"regionally","225"
"regions","7329"
"region's","449"
"register","20789"
